"date","clock_in","clock_out","code","notes","tags"
2021-02-05,"18:54:00","19:38:00","NVO","prep for mtg",""
2021-02-05,"19:38:00","19:47:00","HD","",""
2021-02-05,"19:47:00","21:30:00","PG","balance sheets",""
2021-02-05,"21:30:00","22:33:00","BIZ","prep for mtg",""
2021-02-05,"22:33:00","22:45:00","BIZ","emails","redo"
2021-02-07,"07:56:00","08:04:00","UNH","emails","fixed"
2021-02-07,"08:04:00","08:16:00","AMZN","emails",""
2021-02-07,"08:16:00","08:36:00","HD","",""
2021-02-07,"08:36:00","09:37:00","MSFT","prep for mtg","done"
2021-02-07,"09:37:00","10:06:00","BIZ","setup books",""
2021-02-07,"10:06:00","10:33:00","WMT","",""
2021-02-07,"10:33:00","11:00:00","WMT","",""
2021-02-07,"11:00:00","11:25:00","BIZ","setup books",""
2021-02-07,"11:25:00","11:47:00","WMT","",""
2021-02-07,"11:47:00","11:53:00","XOM","emails","redo"
2021-02-07,"11:53:00","12:53:00","AMZN","setup books",""
2021-02-08,"10:52:00","11:30:00","AAPL","prep for mtg",""
2021-02-08,"11:30:00","11:42:00","TSLA","emails",""
2021-02-08,"11:42:00","11:45:00","GOOG","",""
2021-02-08,"11:45:00","11:54:00","HD","",""
2021-02-08,"11:54:00","12:25:00","TSM","setup books","fixed"
2021-02-09,"07:22:00","09:28:00","PG","check last month's payments",""
2021-02-09,"09:28:00","09:39:00","PG","emails",""
2021-02-09,"09:39:00","10:41:00","HD","phone call",""
2021-02-09,"10:41:00","11:37:00","XOM","prep for mtg",""
2021-02-09,"11:37:00","13:19:00","BIZ","price quotes","done"
2021-02-09,"13:19:00","13:42:00","AMZN","prep for mtg","done"
2021-02-09,"13:42:00","13:55:00","GOOG","emails",""
2021-02-11,"08:10:00","08:42:00","TSM","prep for mtg",""
2021-02-11,"08:42:00","08:54:00","BIZ","emails",""
2021-02-12,"07:30:00","08:08:00","AAPL","prep for mtg",""
2021-02-12,"08:08:00","08:58:00","CVX","prep for mtg",""
2021-02-12,"08:58:00","09:03:00","TSM","emails",""
2021-02-12,"09:03:00","10:33:00","BRK/B","balance sheets","redo"
2021-02-12,"10:33:00","11:42:00","NVDA","prep for mtg",""
2021-02-12,"11:42:00","11:46:00","XOM","",""
2021-02-12,"11:46:00","13:21:00","XOM","phone call",""
2021-02-12,"13:21:00","13:32:00","BIZ","emails","redo"
2021-02-12,"13:32:00","13:50:00","TSLA","",""
2021-02-12,"13:50:00","14:04:00","PG","",""
2021-02-13,"07:30:00","08:26:00","BIZ","prep for mtg","fixed"
2021-02-13,"08:26:00","08:54:00","XOM","setup books",""
2021-02-13,"08:54:00","09:44:00","TSLA","prep for mtg","asap"
2021-02-13,"09:44:00","10:02:00","META","",""
2021-02-13,"10:02:00","10:39:00","PFE","setup books","done"
2021-02-13,"10:39:00","11:02:00","BRK/B","prep for mtg",""
2021-02-13,"11:02:00","11:10:00","HD","emails",""
2021-02-13,"11:10:00","12:18:00","NVDA","phone call",""
2021-02-13,"12:18:00","12:30:00","WMT","emails",""
2021-02-14,"08:00:00","08:28:00","GOOG","setup books","redo"
2021-02-14,"08:28:00","08:39:00","HD","emails",""
2021-02-16,"07:28:00","07:37:00","PFE","",""
2021-02-16,"07:37:00","09:37:00","BIZ","price quotes","done"
2021-02-16,"09:37:00","09:44:00","PG","emails",""
2021-02-16,"09:44:00","10:20:00","XOM","setup books","fixed"
2021-02-16,"10:20:00","10:24:00","AMZN","emails","done"
2021-02-16,"10:24:00","10:37:00","WMT","emails","asap"
2021-02-16,"10:37:00","10:57:00","GOOG","",""
2021-02-16,"10:57:00","11:08:00","PFE","emails","asap"
2021-02-16,"11:08:00","11:24:00","TSLA","",""
2021-02-17,"09:59:00","10:09:00","WMT","emails","redo"
2021-02-17,"10:09:00","10:37:00","NVO","setup books","asap"
2021-02-17,"10:37:00","11:34:00","BIZ","phone call",""
2021-02-17,"11:34:00","12:01:00","NVO","",""
2021-02-17,"12:01:00","12:09:00","AAPL","emails",""
2021-02-17,"12:09:00","12:28:00","NVO","",""
2021-02-18,"07:06:00","07:28:00","MSFT","",""
2021-02-18,"07:28:00","07:45:00","BIZ","",""
2021-02-18,"07:45:00","08:51:00","BRK/B","balance sheets",""
2021-02-18,"08:51:00","09:16:00","JPM","setup books",""
2021-02-18,"09:16:00","09:38:00","UNH","",""
2021-02-18,"09:38:00","11:54:00","NVO","price quotes",""
2021-02-18,"11:54:00","12:09:00","MA","emails","fixed"
2021-02-18,"12:09:00","12:14:00","PFE","emails","asap"
2021-02-18,"12:14:00","13:40:00","UNH","balance sheets","done"
2021-02-19,"06:00:00","06:04:00","WMT","",""
2021-02-19,"06:04:00","07:10:00","AAPL","balance sheets",""
2021-02-21,"07:58:00","08:02:00","MSFT","emails",""
2021-02-21,"08:02:00","08:32:00","UNH","",""
2021-02-21,"08:32:00","08:51:00","BIZ","",""
2021-02-21,"08:51:00","08:54:00","XOM","",""
2021-02-21,"08:54:00","09:01:00","PG","emails",""
2021-02-21,"09:01:00","10:01:00","BIZ","setup books","fixed"
2021-02-21,"10:01:00","10:14:00","PFE","emails",""
2021-02-21,"10:14:00","11:25:00","MSFT","check last month's payments",""
2021-02-21,"11:25:00","11:45:00","WMT","",""
2021-02-22,"06:15:00","06:33:00","NVO","",""
2021-02-22,"06:33:00","06:38:00","GOOG","emails",""
2021-02-22,"06:38:00","07:21:00","BIZ","setup books",""
2021-02-22,"07:21:00","07:39:00","TSM","",""
2021-02-22,"07:39:00","08:09:00","PG","",""
2021-02-22,"08:09:00","08:18:00","CVX","",""
2021-02-22,"08:18:00","08:50:00","AMZN","prep for mtg","done"
2021-02-22,"08:50:00","09:43:00","TSM","phone call","done"
2021-02-22,"09:43:00","10:59:00","PG","crosscheck w bank statements","redo"
2021-02-23,"07:15:00","07:30:00","META","emails",""
2021-02-23,"07:30:00","07:48:00","BIZ","",""
2021-02-23,"07:48:00","08:18:00","TSLA","",""
2021-02-23,"08:18:00","09:36:00","GOOG","balance sheets","done"
2021-02-23,"09:36:00","09:48:00","PG","emails",""
2021-02-23,"09:48:00","10:42:00","TSLA","phone call","fixed"
2021-02-23,"10:42:00","11:05:00","TSM","prep for mtg","asap"
2021-02-23,"11:05:00","11:55:00","WMT","prep for mtg","fixed"
2021-02-23,"11:55:00","12:14:00","AMZN","",""
2021-02-23,"12:14:00","12:44:00","META","",""
2021-02-23,"12:44:00","13:03:00","PFE","",""
2021-02-23,"13:03:00","13:20:00","BIZ","",""
2021-02-23,"13:20:00","13:32:00","NVO","emails",""
2021-02-24,"08:30:00","09:48:00","HD","balance sheets",""
2021-02-24,"09:48:00","10:15:00","UNH","",""
2021-02-24,"10:15:00","10:30:00","META","emails","done"
2021-02-24,"10:30:00","10:41:00","BIZ","emails","done"
2021-02-24,"10:41:00","10:51:00","BIZ","emails",""
2021-02-24,"10:51:00","11:06:00","PG","emails","done"
2021-02-24,"11:06:00","11:30:00","AMZN","setup books","redo"
2021-02-24,"11:30:00","11:55:00","BIZ","setup books",""
2021-02-25,"08:00:00","10:08:00","PG","price quotes","fixed"
2021-02-25,"10:08:00","10:18:00","XOM","emails",""
2021-02-25,"10:18:00","12:34:00","HD","price quotes",""
2021-02-25,"12:34:00","12:40:00","MA","emails",""
2021-02-25,"12:40:00","13:40:00","MSFT","setup books","done"
2021-02-25,"13:40:00","14:07:00","BIZ","",""
2021-02-25,"14:07:00","15:14:00","MSFT","balance sheets",""
2021-02-25,"15:14:00","15:52:00","PG","prep for mtg","asap"
2021-02-25,"15:52:00","16:16:00","UNH","setup books","redo"
2021-02-25,"16:16:00","17:49:00","BIZ","balance sheets",""
2021-02-25,"17:49:00","17:52:00","BRK/A","",""
2021-02-25,"17:52:00","18:15:00","AAPL","prep for mtg",""
2021-02-25,"18:15:00","19:18:00","PG","prep for mtg","fixed"
2021-02-25,"19:18:00","19:40:00","JPM","",""
2021-02-26,"06:30:00","07:08:00","UNH","prep for mtg",""
2021-02-26,"07:08:00","07:16:00","NVDA","emails","done"
2021-02-26,"07:16:00","08:45:00","PG","check last month's payments","asap"
2021-02-27,"13:38:00","14:20:00","TSLA","",""
2021-02-27,"14:20:00","14:35:00","BRK/A","",""
2021-02-27,"14:35:00","14:41:00","PG","emails",""
2021-02-27,"14:41:00","14:56:00","BIZ","",""
2021-02-27,"14:56:00","15:27:00","AMZN","",""
2021-03-01,"08:26:00","09:44:00","TSM","balance sheets","done"
2021-03-01,"09:44:00","10:06:00","TSLA","",""
2021-03-01,"10:06:00","10:17:00","MSFT","emails",""
2021-03-01,"10:17:00","11:07:00","CVX","prep for mtg",""
2021-03-01,"11:07:00","12:23:00","PG","crosscheck w bank statements","redo"
2021-03-01,"12:23:00","12:32:00","JNJ","",""
2021-03-01,"12:32:00","12:43:00","TSM","emails",""
2021-03-02,"08:55:00","09:06:00","BIZ","emails",""
2021-03-02,"09:06:00","09:28:00","WMT","",""
2021-03-02,"09:28:00","10:38:00","BIZ","phone call","asap"
2021-03-02,"10:38:00","11:53:00","BIZ","prep for mtg","redo"
2021-03-02,"11:53:00","12:19:00","TSLA","setup books","fixed"
2021-03-02,"12:19:00","12:20:00","TSLA","crosscheck w bank statements",""
2021-03-02,"12:20:00","13:01:00","BIZ","setup books",""
2021-03-02,"13:01:00","13:25:00","HD","setup books","redo"
2021-03-02,"13:25:00","13:48:00","BIZ","prep for mtg",""
2021-03-02,"13:48:00","14:02:00","BIZ","",""
2021-03-02,"14:02:00","14:37:00","META","prep for mtg",""
2021-03-02,"14:37:00","15:01:00","PFE","setup books","done"
2021-03-02,"15:01:00","15:34:00","TSLA","prep for mtg","asap"
2021-03-02,"15:34:00","16:20:00","WMT","prep for mtg",""
2021-03-02,"16:20:00","16:57:00","BIZ","setup books",""
2021-03-03,"06:06:00","06:59:00","WMT","phone call","redo"
2021-03-03,"06:59:00","08:34:00","AMZN","phone call",""
2021-03-03,"08:34:00","08:37:00","WMT","",""
2021-03-03,"08:37:00","08:47:00","META","emails",""
2021-03-04,"06:05:00","09:15:00","PFE","discuss issues",""
2021-03-04,"09:15:00","10:44:00","WMT","check last month's payments",""
2021-03-04,"10:44:00","10:47:00","BIZ","",""
2021-03-04,"10:47:00","13:16:00","NVO","discuss issues",""
2021-03-04,"13:16:00","13:26:00","BIZ","emails",""
2021-03-07,"07:15:00","07:35:00","MSFT","",""
2021-03-07,"07:35:00","08:42:00","NVDA","balance sheets",""
2021-03-07,"08:42:00","09:07:00","NVO","setup books","fixed"
2021-03-07,"09:07:00","10:42:00","WMT","phone call","done"
2021-03-07,"10:42:00","11:36:00","MSFT","phone call","asap"
2021-03-07,"11:36:00","12:45:00","BIZ","prep for mtg",""
2021-03-07,"12:45:00","13:43:00","MA","phone call",""
2021-03-07,"13:43:00","14:24:00","TSLA","setup books","done"
2021-03-07,"14:24:00","15:37:00","UNH","phone call","redo"
2021-03-07,"15:37:00","15:52:00","UNH","emails",""
2021-03-07,"15:52:00","16:04:00","WMT","emails",""
2021-03-07,"16:04:00","16:25:00","BIZ","setup books","asap"
2021-03-07,"16:25:00","16:31:00","TSLA","emails",""
2021-03-07,"16:31:00","16:39:00","PG","emails",""
2021-03-08,"07:30:00","07:48:00","BRK/A","",""
2021-03-08,"07:48:00","07:59:00","BIZ","emails","done"
2021-03-08,"07:59:00","08:17:00","MA","",""
2021-03-08,"08:17:00","08:26:00","PG","",""
2021-03-08,"08:26:00","09:19:00","TSLA","phone call",""
2021-03-08,"09:19:00","11:45:00","MSFT","discuss issues",""
2021-03-08,"11:45:00","12:05:00","TSLA","",""
2021-03-08,"12:05:00","13:00:00","BIZ","prep for mtg","done"
2021-03-08,"13:00:00","14:35:00","PFE","phone call",""
2021-03-08,"14:35:00","14:39:00","PG","emails",""
2021-03-08,"14:39:00","15:11:00","HD","prep for mtg","fixed"
2021-03-08,"15:11:00","16:40:00","JNJ","check last month's payments","fixed"
2021-03-08,"16:40:00","19:10:00","WMT","planning session","done"
2021-03-08,"19:10:00","21:21:00","XOM","planning session","done"
2021-03-08,"21:21:00","21:36:00","PFE","emails",""
2021-03-08,"21:36:00","21:41:00","PFE","emails",""
2021-03-08,"21:41:00","22:11:00","CVX","",""
2021-03-08,"22:11:00","22:18:00","TSM","emails","done"
2021-03-08,"22:18:00","23:21:00","TSLA","prep for mtg",""
2021-03-08,"23:21:00","23:39:00","CVX","",""
2021-03-08,"23:39:00","00:39:00","BIZ","setup books","asap"
2021-03-10,"08:10:00","08:21:00","BRK/B","emails","redo"
2021-03-10,"08:21:00","08:58:00","BIZ","setup books",""
2021-03-10,"08:58:00","10:40:00","BIZ","price quotes",""
2021-03-10,"10:40:00","10:47:00","BRK/B","emails",""
2021-03-10,"10:47:00","10:54:00","BIZ","emails",""
2021-03-10,"10:54:00","11:53:00","CVX","phone call","asap"
2021-03-10,"11:53:00","12:07:00","MSFT","",""
2021-03-10,"12:07:00","13:00:00","AAPL","phone call",""
2021-03-10,"13:00:00","13:53:00","AMZN","phone call","done"
2021-03-11,"07:00:00","07:27:00","BIZ","",""
2021-03-11,"07:27:00","07:47:00","NVDA","",""
2021-03-11,"07:47:00","07:57:00","TSM","emails","done"
2021-03-11,"07:57:00","08:47:00","TSLA","prep for mtg",""
2021-03-11,"08:47:00","09:32:00","TSLA","setup books",""
2021-03-11,"09:32:00","10:02:00","HD","",""
2021-03-11,"10:02:00","10:51:00","AMZN","prep for mtg","fixed"
2021-03-11,"10:51:00","10:59:00","UNH","emails","redo"
2021-03-12,"10:24:00","10:36:00","BIZ","emails",""
2021-03-12,"10:36:00","10:47:00","MSFT","emails","asap"
2021-03-12,"10:47:00","12:17:00","TSLA","balance sheets","redo"
2021-03-12,"12:17:00","13:25:00","META","phone call","redo"
2021-03-12,"13:25:00","13:46:00","NVDA","",""
2021-03-12,"13:46:00","14:16:00","HD","",""
2021-03-12,"14:16:00","14:45:00","AMZN","setup books",""
2021-03-12,"14:45:00","15:47:00","PG","phone call","redo"
2021-03-12,"15:47:00","15:57:00","GOOG","emails","done"
2021-03-12,"15:57:00","16:31:00","WMT","prep for mtg","done"
2021-03-12,"16:31:00","17:24:00","AAPL","phone call","done"
2021-03-13,"07:30:00","09:30:00","PG","price quotes",""
2021-03-13,"09:30:00","09:52:00","WMT","",""
2021-03-13,"09:52:00","10:13:00","TSM","",""
2021-03-13,"10:13:00","10:17:00","BRK/B","",""
2021-03-13,"10:17:00","10:48:00","XOM","setup books",""
2021-03-13,"10:48:00","10:52:00","META","",""
2021-03-13,"10:52:00","11:58:00","CVX","balance sheets",""
2021-03-13,"11:58:00","13:36:00","AAPL","price quotes",""
2021-03-13,"13:36:00","13:50:00","BIZ","",""
2021-03-13,"13:50:00","14:06:00","BIZ","",""
2021-03-13,"14:06:00","14:23:00","JPM","",""
2021-03-13,"14:23:00","16:11:00","UNH","price quotes","done"
2021-03-13,"16:11:00","16:16:00","PFE","emails",""
2021-03-13,"16:16:00","16:42:00","TSLA","setup books","done"
2021-03-13,"16:42:00","16:52:00","UNH","emails",""
2021-03-13,"16:52:00","17:22:00","BIZ","",""
2021-03-13,"17:22:00","17:25:00","PG","",""
2021-03-13,"17:25:00","17:56:00","AMZN","setup books",""
2021-03-13,"17:56:00","18:24:00","PG","setup books","fixed"
2021-03-13,"18:24:00","18:39:00","MSFT","emails",""
2021-03-13,"18:39:00","19:04:00","WMT","setup books",""
2021-03-14,"08:45:00","09:01:00","TSLA","",""
2021-03-14,"09:01:00","09:56:00","MSFT","prep for mtg","done"
2021-03-14,"09:56:00","10:31:00","BIZ","prep for mtg","fixed"
2021-03-14,"10:31:00","11:12:00","TSLA","setup books",""
2021-03-14,"11:12:00","11:31:00","NVDA","",""
2021-03-14,"11:31:00","13:15:00","TSLA","check last month's payments","done"
2021-03-14,"13:15:00","13:33:00","CVX","",""
2021-03-14,"13:33:00","13:50:00","MSFT","",""
2021-03-14,"13:50:00","14:02:00","GOOG","emails",""
2021-03-14,"14:02:00","14:12:00","HD","emails","redo"
2021-03-14,"14:12:00","14:23:00","TSLA","emails",""
2021-03-14,"14:23:00","14:27:00","NVDA","",""
2021-03-14,"14:27:00","14:44:00","MA","",""
2021-03-14,"14:44:00","15:02:00","WMT","",""
2021-03-14,"15:02:00","16:07:00","META","phone call","done"
2021-03-14,"16:07:00","16:14:00","HD","emails",""
2021-03-14,"16:14:00","17:33:00","GOOG","crosscheck w bank statements",""
2021-03-14,"17:33:00","17:42:00","META","",""
2021-03-14,"17:42:00","17:50:00","TSLA","emails","asap"
2021-03-14,"17:50:00","18:34:00","BIZ","prep for mtg",""
2021-03-14,"18:34:00","18:40:00","TSM","emails",""
2021-03-14,"18:40:00","19:05:00","PG","setup books","done"
2021-03-15,"08:28:00","09:40:00","MA","check last month's payments",""
2021-03-15,"09:40:00","10:15:00","WMT","prep for mtg","redo"
2021-03-15,"10:15:00","10:53:00","BIZ","prep for mtg","redo"
2021-03-15,"10:53:00","11:21:00","JPM","setup books",""
2021-03-15,"11:21:00","11:45:00","TSLA","setup books","done"
2021-03-15,"11:45:00","12:18:00","BRK/A","prep for mtg",""
2021-03-15,"12:18:00","12:30:00","BIZ","emails",""
2021-03-15,"12:30:00","12:48:00","BIZ","",""
2021-03-15,"12:48:00","14:57:00","TSLA","planning session",""
2021-03-15,"14:57:00","15:47:00","GOOG","prep for mtg","redo"
2021-03-15,"15:47:00","15:54:00","HD","emails",""
2021-03-15,"15:54:00","16:08:00","AAPL","",""
2021-03-15,"16:08:00","16:11:00","MSFT","",""
2021-03-15,"16:11:00","17:05:00","BRK/B","phone call",""
2021-03-15,"17:05:00","19:06:00","TSM","price quotes",""
2021-03-15,"19:06:00","19:45:00","TSLA","prep for mtg",""
2021-03-15,"19:45:00","20:06:00","META","",""
2021-03-15,"20:06:00","20:18:00","CVX","emails","asap"
2021-03-15,"20:18:00","21:48:00","TSM","balance sheets",""
2021-03-15,"21:48:00","23:32:00","MSFT","check last month's payments",""
2021-03-16,"07:48:00","08:40:00","XOM","check last month's payments","done"
2021-03-16,"08:40:00","09:09:00","NVO","setup books",""
2021-03-16,"09:09:00","09:46:00","TSLA","setup books","done"
2021-03-16,"09:46:00","11:36:00","CVX","balance sheets","done"
2021-03-16,"11:36:00","12:18:00","MSFT","prep for mtg",""
2021-03-16,"12:18:00","14:08:00","TSLA","balance sheets",""
2021-03-16,"14:08:00","14:20:00","TSLA","emails",""
2021-03-16,"14:20:00","14:29:00","TSLA","",""
2021-03-16,"14:29:00","14:40:00","UNH","emails",""
2021-03-16,"14:40:00","15:15:00","PG","prep for mtg",""
2021-03-17,"06:37:00","06:43:00","PFE","emails","asap"
2021-03-17,"06:43:00","07:11:00","BRK/B","setup books",""
2021-03-17,"07:11:00","07:55:00","TSM","prep for mtg","done"
2021-03-17,"07:55:00","08:03:00","AMZN","emails",""
2021-03-17,"08:03:00","09:00:00","HD","phone call","done"
2021-03-17,"09:00:00","09:07:00","WMT","emails",""
2021-03-17,"09:07:00","09:21:00","UNH","",""
2021-03-17,"09:21:00","09:37:00","AMZN","",""
2021-03-17,"09:37:00","09:55:00","PG","",""
2021-03-17,"09:55:00","11:34:00","JPM","crosscheck w bank statements","redo"
2021-03-19,"11:28:00","12:43:00","UNH","prep for mtg","done"
2021-03-19,"12:43:00","13:53:00","BIZ","phone call","redo"
2021-03-19,"13:53:00","14:03:00","AMZN","emails",""
2021-03-19,"14:03:00","15:00:00","CVX","phone call",""
2021-03-19,"15:00:00","17:09:00","MSFT","planning session",""
2021-03-19,"17:09:00","17:56:00","NVDA","phone call",""
2021-03-19,"17:56:00","19:51:00","BIZ","crosscheck w bank statements","asap"
2021-03-19,"19:51:00","20:03:00","BIZ","emails","done"
2021-03-19,"20:03:00","21:23:00","WMT","crosscheck w bank statements","asap"
2021-03-19,"21:23:00","22:04:00","MSFT","setup books","fixed"
2021-03-19,"22:04:00","23:33:00","MSFT","check last month's payments",""
2021-03-23,"21:46:00","21:54:00","TSLA","phone call",""
2021-03-23,"21:54:00","22:05:00","MSFT","crosscheck w bank statements",""
2021-03-23,"22:05:00","22:18:00","AMZN","",""
2021-03-24,"07:10:00","07:39:00","BIZ","setup books","redo"
2021-03-24,"07:39:00","08:09:00","CVX","",""
2021-03-25,"08:35:00","08:56:00","XOM","",""
2021-03-25,"08:56:00","09:17:00","TSLA","",""
2021-03-25,"09:17:00","10:38:00","GOOG","check last month's payments",""
2021-03-25,"10:38:00","10:42:00","JPM","",""
2021-03-25,"10:42:00","11:00:00","JPM","",""
2021-03-26,"06:15:00","07:08:00","BIZ","phone call","redo"
2021-03-26,"07:08:00","07:48:00","NVDA","setup books",""
2021-03-26,"07:48:00","09:03:00","BRK/B","prep for mtg",""
2021-03-26,"09:03:00","09:13:00","PG","emails","asap"
2021-03-26,"09:13:00","09:39:00","BIZ","setup books",""
2021-03-27,"07:34:00","08:01:00","BIZ","",""
2021-03-27,"08:01:00","09:55:00","NVDA","price quotes",""
2021-03-27,"09:55:00","09:59:00","BRK/B","",""
2021-03-27,"09:59:00","10:03:00","HD","",""
2021-03-27,"10:03:00","10:15:00","NVO","emails","done"
2021-03-27,"10:15:00","10:28:00","BIZ","emails","done"
2021-03-27,"10:28:00","11:25:00","BIZ","phone call",""
2021-03-27,"11:25:00","12:54:00","BIZ","check last month's payments",""
2021-03-27,"12:54:00","13:59:00","MSFT","phone call","redo"
2021-03-27,"13:59:00","14:03:00","XOM","",""
2021-03-27,"14:03:00","14:37:00","PFE","prep for mtg","done"
2021-03-27,"14:37:00","14:55:00","AAPL","",""
2021-03-27,"14:55:00","15:17:00","HD","",""
2021-03-27,"15:17:00","16:27:00","PG","phone call","done"
2021-03-27,"16:27:00","16:36:00","TSLA","",""
2021-03-27,"16:36:00","16:52:00","JNJ","",""
2021-03-28,"06:13:00","06:19:00","MSFT","emails",""
2021-03-28,"06:19:00","06:32:00","NVDA","emails",""
2021-03-28,"06:32:00","07:24:00","MSFT","check last month's payments",""
2021-03-28,"07:24:00","08:15:00","AMZN","phone call",""
2021-03-28,"08:15:00","09:05:00","BIZ","prep for mtg",""
2021-03-28,"09:05:00","09:10:00","JNJ","emails","redo"
2021-03-28,"09:10:00","11:48:00","PG","planning session",""
2021-03-29,"07:43:00","07:54:00","PG","emails","done"
2021-03-29,"07:54:00","09:14:00","GOOG","balance sheets","asap"
